fid,plot_id,habitat_type,notes,other_note,timestamp,site_id,distance_level,transect_id,garmin_elevation,type,u2018_clc2018_v2020_20u1,landcover,id.1,elevation,lab_id,priority,n,c,k,p,mg,ca,na,units,ecec,base_saturation,exchange_acidity,al,mountain_or_enclosure,id.2,hand,x,y,flag,distance_enclosure,tier,distance_enclosure_scaled,elevation_scaled,hand_scaled,enclosure_name,enclosure_age,deer_number,area_ha,deer_density,deer_density_scaled,deer_number_scaled,enclosure_age_scaled,min_dist_enclosure,min_dist_enclosure_scaled,transect_start_elevation,elevation_rel_enc,cn,np,elevation_rel_enc_scaled,soilTypeLegendL,soilTypeLegendK,deadWoodChangeYear,deadWoodNotBefore,deadWoodNotAfter,deadWood,soilTypeLegendK_scaled,deadWoodChangeYear_scaled,deadWood_scaled
58,A2_2,Open_Mixed_Forest,Recent clearcut; be careful with soil compaction,"",2023/05/21 14:22:20.497,A,1,A2,,Vegetation,24,Coniferous_forest,6,699.336303710938,6,3,3.28,43.49,30.89404877,2.396377156,1.496816608,1.493883376,-0.010588205,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,6,3,13.2928833333333,49.060045,exclude,100,Enclosures,-0.750339597028949,-1.27671254306329,-1.18050181863107,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,62.8909968406853,-0.831075434646295,727.751037597656,-28.4147338867181,13.2591463414634,1.36873279391251,-0.462992647692879,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,1980,,,No deadwood,75c,-0.794358122346278,No deadwood
58,A2_2,Open_Mixed_Forest,Recent clearcut; be careful with soil compaction,"",2023/05/21 14:22:20.497,A,1,A2,,Vegetation,24,Coniferous_forest,6,699.336303710938,6,3,3.28,43.49,30.89404877,2.396377156,1.496816608,1.493883376,-0.010588205,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,6,3,13.2928833333333,49.060045,exclude,100,Enclosures,-0.750339597028949,-1.27671254306329,-1.18050181863107,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,62.8909968406853,-0.831075434646295,727.751037597656,-28.4147338867181,13.2591463414634,1.36873279391251,-0.462992647692879,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,1980,,,No deadwood,75c,-0.794358122346278,No deadwood
1312,A2_3,"","","",2023/05/21 15:31:41.101,A,2,A2,,Vegetation,25,Mixed_Forest,7,791.038208007813,7,3,2.93,42.5,22.66050446,2.926297462,0.996115649,1.836543936,0.013073483,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,7,90,13.3037804266164,49.0586844569841,ok,900,Enclosures,0.173155291622065,-0.844796615710542,-0.195630058646384,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,864.348134998186,0.130757790436299,727.751037597656,63.2871704101569,14.5051194539249,1.0012652637157,0.750748176475126,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2019,2019-06-27,2020-08-01,Deadwood,711,1.83873334296091,Deadwood
1312,A2_3,"","","",2023/05/21 15:31:41.101,A,2,A2,,Vegetation,25,Mixed_Forest,7,791.038208007813,7,3,2.93,42.5,22.66050446,2.926297462,0.996115649,1.836543936,0.013073483,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,7,90,13.3037804266164,49.0586844569841,ok,900,Enclosures,0.173155291622065,-0.844796615710542,-0.195630058646384,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,864.348134998186,0.130757790436299,727.751037597656,63.2871704101569,14.5051194539249,1.0012652637157,0.750748176475126,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2019,2019-06-27,2020-08-01,Deadwood,711,1.83873334296091,Deadwood
52,A2_4,Deciduous_Forest,"","",2023/05/21 10:48:54.865,A,3,A2,,Vegetation,25,Mixed_Forest,8,894.30224609375,8,1,4.02,43.5,28.20146301,3.553580055,1.167485067,1.745318415,-0.002195533,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,8,103,13.3185133333333,49.0561583333333,ok,2100,Enclosures,1.55839762459859,-0.358423043492405,-0.0484653129015453,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,1962.50617003126,1.44866343279475,727.751037597656,166.551208496094,10.8208955223881,1.13125353524644,2.1175221781096,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
52,A2_4,Deciduous_Forest,"","",2023/05/21 10:48:54.865,A,3,A2,,Vegetation,25,Mixed_Forest,8,894.30224609375,8,1,4.02,43.5,28.20146301,3.553580055,1.167485067,1.745318415,-0.002195533,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,8,103,13.3185133333333,49.0561583333333,ok,2100,Enclosures,1.55839762459859,-0.358423043492405,-0.0484653129015453,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,1962.50617003126,1.44866343279475,727.751037597656,166.551208496094,10.8208955223881,1.13125353524644,2.1175221781096,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
60,A3_1,Coniferous,"","",2023/05/21 14:47:08.250,A,0,A3,,Vegetation,24,Coniferous_forest,9,729.824890136719,9,1,3.84,42.4,28.9374681,2.470630167,1.036857533,1.64285213,0.138421093,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,9,43,13.2899266666667,49.0603983333333,ok,-100,Enclosures,-0.981213319191702,-1.13311131492375,-0.727687216339261,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,0,-0.906551274139096,729.824890136719,0,11.0416666666667,1.55425933484119,-0.0869031565245365,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
60,A3_1,Coniferous,"","",2023/05/21 14:47:08.250,A,0,A3,,Vegetation,24,Coniferous_forest,9,729.824890136719,9,1,3.84,42.4,28.9374681,2.470630167,1.036857533,1.64285213,0.138421093,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,9,43,13.2899266666667,49.0603983333333,ok,-100,Enclosures,-0.981213319191702,-1.13311131492375,-0.727687216339261,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,0,-0.906551274139096,729.824890136719,0,11.0416666666667,1.55425933484119,-0.0869031565245365,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
59,A3_2,Open_Deciduous,"Enlosure borders different than expected - still close tho
","",2023/05/21 14:37:39.812,A,1,A3,,Vegetation,25,Mixed_Forest,10,714.720520019531,10,1,2.87,44.11,21.16815197,2.50888719,0.822003272,1.428815949,-0.028229146,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,10,58,13.290355,49.0589816666667,ok,100,Enclosures,-0.750339597028949,-1.20425289127667,-0.557881740479832,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,24.895060431603,-0.876674571913195,729.824890136719,-15.104370117188,15.3693379790941,1.14393345840313,-0.286820385890067,Fast ausschließlich Braunerde aus skelettführendem (Kryo-)Sand bis Grussand (Granit oder Gneis),743,2016,2016-06-23,2017-06-11,Deadwood,743,1.63618784562958,Deadwood
59,A3_2,Open_Deciduous,"Enlosure borders different than expected - still close tho
","",2023/05/21 14:37:39.812,A,1,A3,,Vegetation,25,Mixed_Forest,10,714.720520019531,10,1,2.87,44.11,21.16815197,2.50888719,0.822003272,1.428815949,-0.028229146,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,10,58,13.290355,49.0589816666667,ok,100,Enclosures,-0.750339597028949,-1.20425289127667,-0.557881740479832,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,24.895060431603,-0.876674571913195,729.824890136719,-15.104370117188,15.3693379790941,1.14393345840313,-0.286820385890067,Fast ausschließlich Braunerde aus skelettführendem (Kryo-)Sand bis Grussand (Granit oder Gneis),743,2016,2016-06-23,2017-06-11,Deadwood,743,1.63618784562958,Deadwood
65,A3_3,Mixed_Forest,Close to annoyingly well used sreet,"",2023/05/21 17:14:23.606,A,2,A3,,Vegetation,24,Coniferous_forest,11,673.487548828125,11,3,3.18,44.18,20.28727632,2.227204979,0.671555647,0.948723032,-0.045197905,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,11,19,13.283195,49.0509683333333,exclude,900,Enclosures,0.173155291622065,-1.39846016675472,-0.999375977714347,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,921.329306016445,0.19914121467714,729.824890136719,-56.337341308594,13.8930817610063,1.4277985322338,-0.832568490255858,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
65,A3_3,Mixed_Forest,Close to annoyingly well used sreet,"",2023/05/21 17:14:23.606,A,2,A3,,Vegetation,24,Coniferous_forest,11,673.487548828125,11,3,3.18,44.18,20.28727632,2.227204979,0.671555647,0.948723032,-0.045197905,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,11,19,13.283195,49.0509683333333,exclude,900,Enclosures,0.173155291622065,-1.39846016675472,-0.999375977714347,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,921.329306016445,0.19914121467714,729.824890136719,-56.337341308594,13.8930817610063,1.4277985322338,-0.832568490255858,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
66,A3_4,Shrubland,"","",2023/05/21 17:37:46.618,A,3,A3,,Vegetation,25,Mixed_Forest,12,874.474914550781,12,1,3.24,43.85,19.117807,3.148577167,0.834775353,1.572110936,-0.024031067,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,12,230,13.282235,49.0415983333333,ok,2100,Enclosures,1.55839762459859,-0.451809766003506,1.38922104937495,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,1952.18854219019,1.43628118951672,729.824890136719,144.650024414062,13.533950617284,1.02903623705279,1.82764421514034,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
66,A3_4,Shrubland,"","",2023/05/21 17:37:46.618,A,3,A3,,Vegetation,25,Mixed_Forest,12,874.474914550781,12,1,3.24,43.85,19.117807,3.148577167,0.834775353,1.572110936,-0.024031067,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,12,230,13.282235,49.0415983333333,ok,2100,Enclosures,1.55839762459859,-0.451809766003506,1.38922104937495,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,1952.18854219019,1.43628118951672,729.824890136719,144.650024414062,13.533950617284,1.02903623705279,1.82764421514034,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
61,A4_1,Mixed_Forest,"","",2023/05/21 15:04:12.453,A,0,A4,,Vegetation,25,Mixed_Forest,13,743.527954101563,13,1,4.55,42.87,32.69517,2.528593512,1.80719211,1.112864972,0.021882443,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,13,74,13.2881966666667,49.0607066666667,ok,-100,Enclosures,-0.981213319191702,-1.06856988990831,-0.376755899563108,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,0,-0.906551274139096,743.527954101563,0,9.42197802197802,1.79941931291327,-0.0869031565245365,Fast ausschließlich Braunerde aus skelettführendem (Kryo-)Sand bis Grussand (Granit oder Gneis),743,1980,,,No deadwood,743,-0.794358122346278,No deadwood
61,A4_1,Mixed_Forest,"","",2023/05/21 15:04:12.453,A,0,A4,,Vegetation,25,Mixed_Forest,13,743.527954101563,13,1,4.55,42.87,32.69517,2.528593512,1.80719211,1.112864972,0.021882443,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,13,74,13.2881966666667,49.0607066666667,ok,-100,Enclosures,-0.981213319191702,-1.06856988990831,-0.376755899563108,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,0,-0.906551274139096,743.527954101563,0,9.42197802197802,1.79941931291327,-0.0869031565245365,Fast ausschließlich Braunerde aus skelettführendem (Kryo-)Sand bis Grussand (Granit oder Gneis),743,1980,,,No deadwood,743,-0.794358122346278,No deadwood
62,A4_2,Deciduous_Forest,Close to recent heavy machine traffic,"",2023/05/21 15:31:41.101,A,1,A4,,Vegetation,25,Mixed_Forest,14,753.970825195313,14,1,3.3,42.72,28.56898821,3.279034975,1.049275405,2.007528608,-0.002790089,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,14,103,13.2851733333333,49.0608116666667,ok,100,Enclosures,-0.750339597028949,-1.01938397182661,-0.0484653129015453,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,103.437560541188,-0.78241527520255,743.527954101563,10.44287109375,12.9454545454545,1.00639365702405,0.0513157721355992,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
62,A4_2,Deciduous_Forest,Close to recent heavy machine traffic,"",2023/05/21 15:31:41.101,A,1,A4,,Vegetation,25,Mixed_Forest,14,753.970825195313,14,1,3.3,42.72,28.56898821,3.279034975,1.049275405,2.007528608,-0.002790089,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,14,103,13.2851733333333,49.0608116666667,ok,100,Enclosures,-0.750339597028949,-1.01938397182661,-0.0484653129015453,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,103.437560541188,-0.78241527520255,743.527954101563,10.44287109375,12.9454545454545,1.00639365702405,0.0513157721355992,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
63,A4_3,Mixed_Forest,"
Very small individuals","",2023/05/21 16:27:53.599,A,2,A4,,Vegetation,25,Mixed_Forest,15,777.490600585938,15,3,3.81,42.84,29.01995228,2.248316277,1.070278505,1.45138015,0.010505953,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,15,111,13.2755016666667,49.065175,ok,900,Enclosures,0.173155291622065,-0.908605840479601,0.0420976075568167,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,876.828183544945,0.145735166981366,743.527954101563,33.962646484375,11.244094488189,1.69460143974219,0.362616958144191,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,1980,,,No deadwood,75c,-0.794358122346278,No deadwood
63,A4_3,Mixed_Forest,"
Very small individuals","",2023/05/21 16:27:53.599,A,2,A4,,Vegetation,25,Mixed_Forest,15,777.490600585938,15,3,3.81,42.84,29.01995228,2.248316277,1.070278505,1.45138015,0.010505953,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,15,111,13.2755016666667,49.065175,ok,900,Enclosures,0.173155291622065,-0.908605840479601,0.0420976075568167,Ahornschachten,30,31,28.8821398272658,1.07332767535232,-0.998657697717045,-1.3601906440758,-1.05421587129996,876.828183544945,0.145735166981366,743.527954101563,33.962646484375,11.244094488189,1.69460143974219,0.362616958144191,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,1980,,,No deadwood,75c,-0.794358122346278,No deadwood
